method,window,period,date,mae,mse,rank_correlation,high_quartile_overlap,low_quartile_overlap
fixed_attachment1,dev_april,development,2025-04-30,0.05037986111111111,0.004750564791666666,0.960199704807787,0.8055555555555556,0.7777777777777778
fixed_attachment1,val_june,validation,2025-06-08,0.05314305555555555,0.0039358127777777765,0.9214778257047901,0.8055555555555556,0.6666666666666666
fixed_attachment1,val_june,validation,2025-06-09,0.06280208333333334,0.005899641875000002,0.935437619949882,0.8333333333333334,0.6944444444444444
fixed_attachment1,val_june,validation,2025-06-10,0.05989861111111112,0.005287879166666667,0.9406543544540272,0.9166666666666666,0.6944444444444444
fixed_attachment1,val_june,validation,2025-06-11,0.07042847222222222,0.007368460902777778,0.9377125047393668,0.9166666666666666,0.6666666666666666
fixed_attachment1,val_june,validation,2025-06-12,0.06978749999999999,0.00712237375,0.9322164516113783,0.8333333333333334,0.6944444444444444
fixed_attachment1,val_june,validation,2025-06-13,0.12652916666666666,0.021202967638888886,0.9136527502195619,0.8333333333333334,0.6388888888888888
fixed_attachment1,val_june,validation,2025-06-14,0.13436319444444444,0.025383624652777777,0.8844565952500458,0.8055555555555556,0.5833333333333334
fixed_attachment1,val_june,validation,2025-06-15,0.06550069444444445,0.006211368680555556,0.9349805882380995,0.8888888888888888,0.7222222222222222
fixed_attachment1,val_june,validation,2025-06-16,0.06272222222222222,0.0062288351388888885,0.9404121494745739,0.8888888888888888,0.7222222222222222
fixed_attachment1,val_june,validation,2025-06-17,0.06915972222222222,0.00866521111111111,0.9211522868827703,0.8333333333333334,0.6944444444444444
fixed_attachment1,val_june,validation,2025-06-18,0.05979999999999999,0.0061730440277777765,0.9346851916028023,0.8611111111111112,0.6944444444444444
fixed_attachment1,val_june,validation,2025-06-19,0.052984027777777776,0.004009196180555555,0.9277723632857995,0.8888888888888888,0.6388888888888888
fixed_attachment1,val_june,validation,2025-06-20,0.14580416666666668,0.028883490694444444,0.8885108794541283,0.8055555555555556,0.5277777777777778
fixed_attachment1,val_june,validation,2025-06-21,0.15869375,0.034186860624999996,0.876699033044088,0.8333333333333334,0.4166666666666667
fixed_attachment1,val_august,validation,2025-08-18,0.09947083333333334,0.01614281513888889,0.8925226320568029,0.8888888888888888,0.5
fixed_attachment1,val_august,validation,2025-08-19,0.09129166666666666,0.01467463361111111,0.8958625339342265,0.8333333333333334,0.5555555555555556
fixed_attachment1,val_august,validation,2025-08-20,0.10457777777777778,0.018166311805555557,0.9184745476780328,0.8333333333333334,0.5833333333333334
fixed_attachment1,val_august,validation,2025-08-21,0.09622638888888889,0.014839116805555552,0.9092147674368851,0.8055555555555556,0.5555555555555556
fixed_attachment1,val_august,validation,2025-08-22,0.1323888888888889,0.02994980083333333,0.8709163050430966,0.7777777777777778,0.4444444444444444
fixed_attachment1,val_august,validation,2025-08-23,0.13375208333333333,0.028307196458333326,0.857522365760826,0.7777777777777778,0.4444444444444444
fixed_attachment1,val_august,validation,2025-08-24,0.09543958333333331,0.01505560923611111,0.8892222427799457,0.8611111111111112,0.4722222222222222
fixed_attachment1,val_august,validation,2025-08-25,0.1024986111111111,0.017056627916666664,0.899205443352433,0.7777777777777778,0.5555555555555556
fixed_attachment1,val_august,validation,2025-08-26,0.09539583333333333,0.014952134999999998,0.896833227515915,0.8333333333333334,0.5
fixed_attachment1,val_august,validation,2025-08-27,0.10050833333333335,0.017080030416666666,0.9033519513894663,0.8888888888888888,0.5833333333333334
fixed_attachment1,val_august,validation,2025-08-28,0.10365069444444443,0.01790710631944444,0.9293659716918029,0.8333333333333334,0.6111111111111112
fixed_attachment1,val_august,validation,2025-08-29,0.1278784722222222,0.02487071020833333,0.8753718829120739,0.8055555555555556,0.5277777777777778
fixed_attachment1,val_august,validation,2025-08-30,0.14412083333333334,0.03425894958333333,0.8612218569552601,0.75,0.4166666666666667
fixed_attachment1,val_august,validation,2025-08-31,0.0870125,0.014044215416666665,0.9153327780644429,0.8611111111111112,0.6666666666666666
fixed_attachment1,eval_september,evaluation,2025-09-10,0.04230555555555556,0.002772146666666667,0.9354840330472427,0.8611111111111112,0.6666666666666666
fixed_attachment1,eval_september,evaluation,2025-09-11,0.050043055555555556,0.004122158194444445,0.8888223520967883,0.8055555555555556,0.5
fixed_attachment1,eval_september,evaluation,2025-09-12,0.19125208333333332,0.04830604729166666,0.8634773845624407,0.75,0.5555555555555556
fixed_attachment1,eval_september,evaluation,2025-09-13,0.19968402777777777,0.053551888680555555,0.8665961331244294,0.7777777777777778,0.6111111111111112
fixed_attachment1,eval_september,evaluation,2025-09-14,0.03804236111111112,0.002161632708333334,0.9489262680270488,0.8611111111111112,0.75
fixed_attachment1,eval_september,evaluation,2025-09-15,0.04946666666666666,0.004327308888888889,0.8889259530017214,0.8333333333333334,0.4722222222222222
fixed_attachment1,eval_september,evaluation,2025-09-16,0.03926180555555556,0.002474594375,0.9342771308363659,0.7777777777777778,0.7222222222222222
fixed_attachment1,eval_september,evaluation,2025-09-17,0.04101875000000001,0.002447215208333334,0.9319772524113972,0.8611111111111112,0.6944444444444444
fixed_attachment1,eval_september,evaluation,2025-09-18,0.03609097222222222,0.002190749930555555,0.9332985689442592,0.8333333333333334,0.6666666666666666
fixed_attachment1,eval_september,evaluation,2025-09-19,0.17349097222222223,0.03875582340277777,0.8755969467890258,0.7777777777777778,0.5
fixed_attachment1,eval_september,evaluation,2025-09-20,0.1790972222222222,0.04000103486111111,0.8755627853077027,0.7777777777777778,0.5555555555555556
fixed_attachment1,eval_september,evaluation,2025-09-21,0.044496527777777774,0.003221622430555555,0.9415244692267987,0.7777777777777778,0.6944444444444444
fixed_attachment1,eval_september,evaluation,2025-09-22,0.04074652777777778,0.0029316604861111114,0.9255609778760003,0.8333333333333334,0.6666666666666666
fixed_attachment1,eval_september,evaluation,2025-09-23,0.04276041666666667,0.003177416180555556,0.9191967196849858,0.8333333333333334,0.6388888888888888
fixed_attachment1,eval_december,evaluation,2025-12-08,0.14518333333333333,0.03280643569444445,0.9644810308067988,0.8333333333333334,0.8611111111111112
fixed_attachment1,eval_december,evaluation,2025-12-09,0.14584652777777776,0.033376607291666666,0.9631698301388234,0.8333333333333334,0.8333333333333334
fixed_attachment1,eval_december,evaluation,2025-12-10,0.15526319444444445,0.03770214951388889,0.9582485574401697,0.8611111111111112,0.8888888888888888
fixed_attachment1,eval_december,evaluation,2025-12-11,0.1385826388888889,0.030418234513888896,0.9563616780310271,0.8333333333333334,0.8333333333333334
fixed_attachment1,eval_december,evaluation,2025-12-12,0.07241319444444444,0.008013442986111112,0.9507381392074374,0.8888888888888888,0.9166666666666666
fixed_attachment1,eval_december,evaluation,2025-12-13,0.06879652777777777,0.00713081659722222,0.9400425210565566,0.8333333333333334,0.75
fixed_attachment1,eval_december,evaluation,2025-12-14,0.158225,0.03943123513888889,0.9604821199573415,0.8333333333333334,0.9166666666666666
fixed_attachment1,eval_december,evaluation,2025-12-15,0.15291527777777777,0.03798222416666667,0.946435802059634,0.8055555555555556,0.7777777777777778
fixed_attachment1,eval_december,evaluation,2025-12-16,0.1485388888888889,0.03506146680555555,0.9589208187337598,0.8611111111111112,0.8333333333333334
fixed_attachment1,eval_december,evaluation,2025-12-17,0.14640833333333333,0.03384105597222223,0.9552715687288968,0.8333333333333334,0.7777777777777778
fixed_attachment1,eval_december,evaluation,2025-12-18,0.14816527777777777,0.03519287027777778,0.9567213786957766,0.8333333333333334,0.9166666666666666
fixed_attachment1,eval_december,evaluation,2025-12-19,0.07286527777777776,0.007486402083333331,0.9493113949874743,0.8888888888888888,0.8333333333333334
fixed_attachment1,eval_december,evaluation,2025-12-20,0.06745972222222223,0.0073566040277777784,0.9593046330239187,0.8611111111111112,0.8055555555555556
fixed_attachment1,eval_december,evaluation,2025-12-21,0.14804027777777776,0.03523835194444445,0.9597175040888899,0.8333333333333334,0.8611111111111112
lag1,dev_march,development,2025-03-07,0.18352777777777782,0.04249256597222222,0.8884269288135003,0.8611111111111112,0.6111111111111112
lag1,dev_march,development,2025-03-08,0.04015763888888888,0.0026227113194444438,0.9518495855932351,0.8611111111111112,0.6944444444444444
lag1,dev_march,development,2025-03-09,0.18717361111111108,0.04435963291666666,0.9031716798443586,0.8611111111111112,0.6666666666666666
lag1,dev_march,development,2025-03-10,0.039820138888888884,0.002970275208333333,0.9554165213979999,0.9166666666666666,0.7777777777777778
lag1,dev_march,development,2025-03-11,0.0403125,0.002846176388888889,0.9530352795552591,0.8888888888888888,0.8333333333333334
lag1,dev_march,development,2025-03-12,0.04006805555555555,0.002401139027777778,0.9413901858482341,0.8888888888888888,0.75
lag1,dev_march,development,2025-03-13,0.051387499999999996,0.004654053611111111,0.9372979207838247,0.8055555555555556,0.7222222222222222
lag1,dev_march,development,2025-03-14,0.2091159722222222,0.057377197291666654,0.8550957621907832,0.7777777777777778,0.5
lag1,dev_march,development,2025-03-15,0.05191319444444445,0.004893727430555555,0.9000127602671941,0.8055555555555556,0.6111111111111112
lag1,dev_march,development,2025-03-16,0.18114097222222222,0.042506600902777775,0.8892099602226579,0.75,0.6388888888888888
lag1,dev_march,development,2025-03-17,0.037962499999999996,0.002349090277777778,0.9339068420190787,0.9444444444444444,0.6388888888888888
lag1,dev_march,development,2025-03-18,0.03845625,0.002554591736111111,0.9274672100346237,0.9722222222222222,0.6111111111111112
lag1,dev_march,development,2025-03-19,0.035928472222222216,0.0020981543749999994,0.9446806159106526,0.9166666666666666,0.7222222222222222
lag1,dev_march,development,2025-03-20,0.037713888888888894,0.0025567747222222225,0.9534431118175936,0.9722222222222222,0.7222222222222222
lag1,dev_april,development,2025-04-17,0.04048263888888889,0.002764109652777778,0.9349535906713917,0.8611111111111112,0.6944444444444444
lag1,dev_april,development,2025-04-18,0.18887916666666665,0.04485999319444445,0.9209504116472956,0.8333333333333334,0.6666666666666666
lag1,dev_april,development,2025-04-19,0.03521875,0.002023590486111111,0.9566802274355686,0.9166666666666666,0.6666666666666666
lag1,dev_april,development,2025-04-20,0.18746249999999998,0.04444019333333334,0.9072014339769752,0.8333333333333334,0.6666666666666666
lag1,dev_april,development,2025-04-21,0.037840972222222234,0.0025737917361111115,0.9382101045357121,0.8611111111111112,0.6666666666666666
lag1,dev_april,development,2025-04-22,0.044215972222222226,0.0032001864583333334,0.9241588020224162,0.8888888888888888,0.5833333333333334
lag1,dev_april,development,2025-04-23,0.041425,0.0025814513888888888,0.9346403061664939,0.8888888888888888,0.7222222222222222
lag1,dev_april,development,2025-04-24,0.039933333333333335,0.0027128040277777784,0.9488171610904421,0.8611111111111112,0.6944444444444444
lag1,dev_april,development,2025-04-25,0.19671249999999998,0.04770755305555555,0.9056904818435086,0.8888888888888888,0.6111111111111112
lag1,dev_april,development,2025-04-26,0.050213194444444435,0.00422071548611111,0.9365904533089597,0.8888888888888888,0.6666666666666666
lag1,dev_april,development,2025-04-27,0.19702083333333334,0.05110878333333334,0.9149622818267037,0.7777777777777778,0.6111111111111112
lag1,dev_april,development,2025-04-28,0.055799999999999995,0.00582820125,0.9061249095731855,0.8333333333333334,0.6111111111111112
lag1,dev_april,development,2025-04-29,0.05727222222222222,0.00568683236111111,0.9188126332560816,0.8611111111111112,0.6944444444444444
lag1,dev_april,development,2025-04-30,0.04874444444444445,0.004161259444444444,0.9227569493444561,0.8888888888888888,0.6111111111111112
lag1,val_june,validation,2025-06-08,0.14720208333333332,0.026762182847222222,0.9314552632123634,0.8055555555555556,0.7222222222222222
lag1,val_june,validation,2025-06-09,0.04471319444444444,0.0034114890972222218,0.9495246047123495,0.8611111111111112,0.6944444444444444
lag1,val_june,validation,2025-06-10,0.03947708333333334,0.002553218819444445,0.9492863781371751,0.8611111111111112,0.6944444444444444
lag1,val_june,validation,2025-06-11,0.04289791666666667,0.002866843263888889,0.9537807062762218,0.8888888888888888,0.75
lag1,val_june,validation,2025-06-12,0.04488125,0.0031726115972222214,0.9502761542771282,0.8055555555555556,0.75
lag1,val_june,validation,2025-06-13,0.18267222222222224,0.042826812222222226,0.918268984413848,0.7777777777777778,0.6666666666666666
lag1,val_june,validation,2025-06-14,0.04363402777777778,0.0033453163194444454,0.9452946265215361,0.8611111111111112,0.75
lag1,val_june,validation,2025-06-15,0.18104166666666668,0.04343347625,0.925053025439616,0.8055555555555556,0.7222222222222222
lag1,val_june,validation,2025-06-16,0.040543749999999996,0.0026859268749999995,0.9597227301792955,0.8888888888888888,0.8611111111111112
lag1,val_june,validation,2025-06-17,0.04537638888888889,0.003322662083333333,0.9459376635894098,0.7777777777777778,0.8055555555555556
lag1,val_june,validation,2025-06-18,0.04109305555555556,0.002917737083333334,0.9643888799025042,0.8611111111111112,0.8055555555555556
lag1,val_june,validation,2025-06-19,0.040307638888888886,0.0028378349305555554,0.9581844634070605,0.9166666666666666,0.8055555555555556
lag1,val_june,validation,2025-06-20,0.18673958333333335,0.04344099770833333,0.9060662569998883,0.8888888888888888,0.5833333333333334
lag1,val_june,validation,2025-06-21,0.04300902777777778,0.003200408402777778,0.9497004856934443,0.8611111111111112,0.6944444444444444
lag1,val_august,validation,2025-08-18,0.04125833333333333,0.0026969897222222216,0.9679968169652892,0.8888888888888888,0.7777777777777778
lag1,val_august,validation,2025-08-19,0.042669444444444454,0.002718963888888889,0.959075632363399,0.8888888888888888,0.6388888888888888
lag1,val_august,validation,2025-08-20,0.046922222222222226,0.003303904444444445,0.9455317464389059,0.8611111111111112,0.6666666666666666
lag1,val_august,validation,2025-08-21,0.04284444444444445,0.002937886666666667,0.9547402836192501,0.9166666666666666,0.75
lag1,val_august,validation,2025-08-22,0.18720416666666667,0.04396571180555556,0.9323232272529858,0.9166666666666666,0.7222222222222222
lag1,val_august,validation,2025-08-23,0.04431736111111109,0.003317003402777776,0.9601105222218391,0.9722222222222222,0.75
lag1,val_august,validation,2025-08-24,0.18182500000000001,0.04070609152777779,0.9521219197048463,0.8611111111111112,0.7222222222222222
lag1,val_august,validation,2025-08-25,0.04449374999999999,0.0037002207638888885,0.9527629466340058,0.8888888888888888,0.6944444444444444
lag1,val_august,validation,2025-08-26,0.03935277777777778,0.0026376936111111113,0.9478738603686607,0.8888888888888888,0.6666666666666666
lag1,val_august,validation,2025-08-27,0.045841666666666656,0.0032026543055555553,0.94790897408508,0.9444444444444444,0.6666666666666666
lag1,val_august,validation,2025-08-28,0.05223680555555556,0.0051339354861111115,0.9395403887966756,0.9166666666666666,0.6388888888888888
lag1,val_august,validation,2025-08-29,0.1997875,0.053171871527777775,0.902129857187452,0.8888888888888888,0.5555555555555556
lag1,val_august,validation,2025-08-30,0.05040902777777778,0.003985061736111111,0.9483893461034307,0.9166666666666666,0.6388888888888888
lag1,val_august,validation,2025-08-31,0.19464722222222225,0.05007996972222222,0.920298730306238,0.8888888888888888,0.6111111111111112
lag1,eval_september,evaluation,2025-09-10,0.0509875,0.0046434522222222226,0.9326649766891196,0.8888888888888888,0.6388888888888888
lag1,eval_september,evaluation,2025-09-11,0.05063611111111112,0.0046856725,0.9037606540482156,0.8888888888888888,0.5277777777777778
lag1,eval_september,evaluation,2025-09-12,0.17841875,0.03974021090277777,0.9390431005644377,0.8333333333333334,0.6944444444444444
lag1,eval_september,evaluation,2025-09-13,0.04193194444444445,0.002942564722222222,0.9538781202400138,0.8611111111111112,0.6944444444444444
lag1,eval_september,evaluation,2025-09-14,0.20954305555555558,0.05748504805555556,0.8784694033460814,0.8611111111111112,0.5
lag1,eval_september,evaluation,2025-09-15,0.04173125,0.0031944302083333335,0.9265649459513231,0.9166666666666666,0.5833333333333334
lag1,eval_september,evaluation,2025-09-16,0.04317291666666667,0.0031464604861111112,0.9161087817804913,0.9166666666666666,0.5555555555555556
lag1,eval_september,evaluation,2025-09-17,0.041100000000000005,0.002703143194444445,0.937193174944789,0.8888888888888888,0.6388888888888888
lag1,eval_september,evaluation,2025-09-18,0.03873472222222222,0.0024029222222222224,0.9417196252296834,0.8888888888888888,0.6666666666666666
lag1,eval_september,evaluation,2025-09-19,0.17686805555555557,0.03956521986111111,0.9097739526060339,0.8333333333333334,0.5555555555555556
lag1,eval_september,evaluation,2025-09-20,0.04349930555555555,0.002824669930555555,0.955011655011655,0.8611111111111112,0.75
lag1,eval_september,evaluation,2025-09-21,0.18665486111111113,0.04248276909722223,0.8953156806458087,0.8611111111111112,0.5277777777777778
lag1,eval_september,evaluation,2025-09-22,0.03405833333333332,0.0017353011111111106,0.952228326614929,0.8611111111111112,0.75
lag1,eval_september,evaluation,2025-09-23,0.03880416666666667,0.0025316362499999997,0.9492913509263857,0.8888888888888888,0.7222222222222222
lag1,eval_december,evaluation,2025-12-08,0.039718055555555555,0.0022823206944444447,0.9731692515442953,0.9166666666666666,0.8611111111111112
lag1,eval_december,evaluation,2025-12-09,0.03641597222222223,0.002264867430555556,0.9840787881954352,0.9166666666666666,0.8611111111111112
lag1,eval_december,evaluation,2025-12-10,0.03925138888888889,0.0023651584722222236,0.9796840273451787,0.9444444444444444,0.8611111111111112
lag1,eval_december,evaluation,2025-12-11,0.0363263888888889,0.0023345868055555563,0.9801050360859263,0.9166666666666666,0.8888888888888888
lag1,eval_december,evaluation,2025-12-12,0.1749513888888889,0.03794935888888889,0.9569437313562135,0.9444444444444444,0.8333333333333334
lag1,eval_december,evaluation,2025-12-13,0.03670277777777778,0.002243254305555555,0.9579565126969234,0.9444444444444444,0.75
lag1,eval_december,evaluation,2025-12-14,0.19104097222222224,0.046851183263888894,0.96050647206806,0.9722222222222222,0.8055555555555556
lag1,eval_december,evaluation,2025-12-15,0.034593055555555564,0.001897376527777778,0.9761755007163442,0.9166666666666666,0.8055555555555556
lag1,eval_december,evaluation,2025-12-16,0.03175416666666667,0.001587213333333333,0.9733783457921389,0.9166666666666666,0.8055555555555556
lag1,eval_december,evaluation,2025-12-17,0.033590277777777774,0.0016693859722222222,0.973245719797444,0.9444444444444444,0.75
lag1,eval_december,evaluation,2025-12-18,0.037243055555555564,0.002247653611111111,0.9706122604822242,0.9722222222222222,0.7777777777777778
lag1,eval_december,evaluation,2025-12-19,0.18495138888888887,0.04329266125,0.9612098718052756,0.9166666666666666,0.8888888888888888
lag1,eval_december,evaluation,2025-12-20,0.03340555555555554,0.0018993683333333325,0.9733863837312113,0.9444444444444444,0.8055555555555556
lag1,eval_december,evaluation,2025-12-21,0.19136805555555556,0.046474552361111116,0.9613695871926556,0.8888888888888888,0.8888888888888888
mean7,dev_march,development,2025-03-07,0.1406079365079365,0.025812069433106582,0.9004530387966112,0.8611111111111112,0.5277777777777778
mean7,dev_march,development,2025-03-08,0.15116150793650796,0.029660804790249438,0.9012034828478184,0.8333333333333334,0.5833333333333334
mean7,dev_march,development,2025-03-09,0.04534335317460317,0.002935350936791382,0.9674553567396539,0.9444444444444444,0.7777777777777778
mean7,dev_march,development,2025-03-10,0.06240009920634922,0.005933916778628118,0.9704485170002412,0.9444444444444444,0.7777777777777778
mean7,dev_march,development,2025-03-11,0.05405089285714286,0.004426625905612246,0.9549452514774767,0.9166666666666666,0.8333333333333334
mean7,dev_march,development,2025-03-12,0.048841567460317474,0.0034835145734126993,0.9494854703931044,0.8611111111111112,0.7222222222222222
mean7,dev_march,development,2025-03-13,0.0678621031746032,0.007296072604875285,0.9513061650992686,0.8611111111111112,0.7222222222222222
mean7,dev_march,development,2025-03-14,0.14629573412698413,0.02758656129960317,0.8839480024694369,0.8611111111111112,0.4722222222222222
mean7,dev_march,development,2025-03-15,0.13138422619047618,0.022313922813208615,0.9237249052782829,0.8055555555555556,0.6666666666666666
mean7,dev_march,development,2025-03-16,0.0531282738095238,0.004252353218537414,0.9561962022714037,0.8888888888888888,0.75
mean7,dev_march,development,2025-03-17,0.03631359126984128,0.0018954247548185952,0.9447038362227514,0.9444444444444444,0.7222222222222222
mean7,dev_march,development,2025-03-18,0.048267757936507935,0.003697788533163265,0.9574259226369431,0.9722222222222222,0.75
mean7,dev_march,development,2025-03-19,0.04881170634920636,0.0036881068537414977,0.9667248748610364,0.9444444444444444,0.7777777777777778
mean7,dev_march,development,2025-03-20,0.056766964285714275,0.004485051909013604,0.9592827739764247,0.9444444444444444,0.7777777777777778
mean7,dev_april,development,2025-04-17,0.05517619047619049,0.004431555816326532,0.951180425148454,0.9166666666666666,0.7222222222222222
mean7,dev_april,development,2025-04-18,0.13584444444444443,0.023298545683106575,0.9565125653664797,0.8611111111111112,0.7222222222222222
mean7,dev_april,development,2025-04-19,0.13859573412698412,0.02475537533871882,0.9287746024515782,0.8333333333333334,0.6111111111111112
mean7,dev_april,development,2025-04-20,0.053529960317460316,0.004229155464852606,0.9417217518381895,0.9166666666666666,0.6944444444444444
mean7,dev_april,development,2025-04-21,0.04580932539682539,0.003034478191609977,0.9717154687283549,0.9166666666666666,0.8055555555555556
mean7,dev_april,development,2025-04-22,0.060242261904761896,0.005172155977891156,0.9377641221868509,0.8333333333333334,0.6666666666666666
mean7,dev_april,development,2025-04-23,0.05768124999999999,0.004809073907312924,0.9413802561899456,0.8888888888888888,0.6666666666666666
mean7,dev_april,development,2025-04-24,0.0493328373015873,0.00366308536989796,0.9503032324778637,0.8611111111111112,0.6388888888888888
mean7,dev_april,development,2025-04-25,0.15006011904761907,0.02804857521258504,0.9428864239209066,0.9166666666666666,0.6944444444444444
mean7,dev_april,development,2025-04-26,0.15092718253968254,0.030297789512471654,0.9330236035104831,0.8611111111111112,0.6388888888888888
mean7,dev_april,development,2025-04-27,0.05493998015873017,0.0047639669401927445,0.952306888513785,0.8611111111111112,0.6388888888888888
mean7,dev_april,development,2025-04-28,0.08564384920634921,0.011570952406462585,0.9080830601273171,0.8333333333333334,0.6111111111111112
mean7,dev_april,development,2025-04-29,0.04940337301587302,0.003729308724489795,0.9424341741723355,0.9166666666666666,0.6388888888888888
mean7,dev_april,development,2025-04-30,0.05083402777777778,0.0042909022945011345,0.9241798255031051,0.9166666666666666,0.5833333333333334
mean7,val_june,validation,2025-06-08,0.041805952380952374,0.002405002766439909,0.9684792219274979,0.8333333333333334,0.8333333333333334
mean7,val_june,validation,2025-06-09,0.059196924603174605,0.005445977705498866,0.9546548347890249,0.8055555555555556,0.7222222222222222
mean7,val_june,validation,2025-06-10,0.054851289682539675,0.004643923932823129,0.9685032724544763,0.8611111111111112,0.8333333333333334
mean7,val_june,validation,2025-06-11,0.07027430555555556,0.0073644145734127016,0.958681937427075,0.8333333333333334,0.6944444444444444
mean7,val_june,validation,2025-06-12,0.06014662698412698,0.005016969742063492,0.9725503829100557,0.8333333333333334,0.7777777777777778
mean7,val_june,validation,2025-06-13,0.12945714285714283,0.02129744157596371,0.9254611018623572,0.8611111111111112,0.6388888888888888
mean7,val_june,validation,2025-06-14,0.133205753968254,0.023121778259637193,0.9360359618135647,0.8055555555555556,0.6388888888888888
mean7,val_june,validation,2025-06-15,0.05559444444444445,0.004814738007369614,0.9722801345155363,0.8888888888888888,0.8333333333333334
mean7,val_june,validation,2025-06-16,0.05662182539682539,0.004531992035147391,0.9707146854638347,0.8888888888888888,0.8333333333333334
mean7,val_june,validation,2025-06-17,0.060974305555555545,0.00627256188066893,0.9641387348283901,0.7777777777777778,0.8333333333333334
mean7,val_june,validation,2025-06-18,0.05118859126984127,0.0039033341142290265,0.9738575816434278,0.8611111111111112,0.8888888888888888
mean7,val_june,validation,2025-06-19,0.045914384920634904,0.003089191934523808,0.9685424258818189,0.8888888888888888,0.8333333333333334
mean7,val_june,validation,2025-06-20,0.14658918650793654,0.026588349678287982,0.9264034032741292,0.8888888888888888,0.6388888888888888
mean7,val_june,validation,2025-06-21,0.15586805555555555,0.03225611370748299,0.8999908568355729,0.8888888888888888,0.5
mean7,val_august,validation,2025-08-18,0.059799702380952384,0.005162303062641723,0.9721173100598077,0.8888888888888888,0.7777777777777778
mean7,val_august,validation,2025-08-19,0.053927380952380956,0.004113619761904762,0.9718772041599965,0.8888888888888888,0.6944444444444444
mean7,val_august,validation,2025-08-20,0.07831785714285716,0.008954767735260771,0.9562906481503984,0.8888888888888888,0.8055555555555556
mean7,val_august,validation,2025-08-21,0.05832400793650795,0.005429714937641723,0.9560012820530527,0.9444444444444444,0.75
